RegionID,SizeRank,RegionName,RegionType,StateName,1/31/96,2/29/96,3/31/96,4/30/96,5/31/96,6/30/96,7/31/96,8/31/96,9/30/96,10/31/96,11/30/96,12/31/96,1/31/97,2/28/97,3/31/97,4/30/97,5/31/97,6/30/97,7/31/97,8/31/97,9/30/97,10/31/97,11/30/97,12/31/97,1/31/98,2/28/98,3/31/98,4/30/98,5/31/98,6/30/98,7/31/98,8/31/98,9/30/98,10/31/98,11/30/98,12/31/98,1/31/99,2/28/99,3/31/99,4/30/99,5/31/99,6/30/99,7/31/99,8/31/99,9/30/99,10/31/99,11/30/99,12/31/99,1/31/00,2/29/00,3/31/00,4/30/00,5/31/00,6/30/00,7/31/00,8/31/00,9/30/00,10/31/00,11/30/00,12/31/00,1/31/01,2/28/01,3/31/01,4/30/01,5/31/01,6/30/01,7/31/01,8/31/01,9/30/01,10/31/01,11/30/01,12/31/01,1/31/02,2/28/02,3/31/02,4/30/02,5/31/02,6/30/02,7/31/02,8/31/02,9/30/02,10/31/02,11/30/02,12/31/02,1/31/03,2/28/03,3/31/03,4/30/03,5/31/03,6/30/03,7/31/03,8/31/03,9/30/03,10/31/03,11/30/03,12/31/03,1/31/04,2/29/04,3/31/04,4/30/04,5/31/04,6/30/04,7/31/04,8/31/04,9/30/04,10/31/04,11/30/04,12/31/04,1/31/05,2/28/05,3/31/05,4/30/05,5/31/05,6/30/05,7/31/05,8/31/05,9/30/05,10/31/05,11/30/05,12/31/05,1/31/06,2/28/06,3/31/06,4/30/06,5/31/06,6/30/06,7/31/06,8/31/06,9/30/06,10/31/06,11/30/06,12/31/06,1/31/07,2/28/07,3/31/07,4/30/07,5/31/07,6/30/07,7/31/07,8/31/07,9/30/07,10/31/07,11/30/07,12/31/07,1/31/08,2/29/08,3/31/08,4/30/08,5/31/08,6/30/08,7/31/08,8/31/08,9/30/08,10/31/08,11/30/08,12/31/08,1/31/09,2/28/09,3/31/09,4/30/09,5/31/09,6/30/09,7/31/09,8/31/09,9/30/09,10/31/09,11/30/09,12/31/09,1/31/10,2/28/10,3/31/10,4/30/10,5/31/10,6/30/10,7/31/10,8/31/10,9/30/10,10/31/10,11/30/10,12/31/10,1/31/11,2/28/11,3/31/11,4/30/11,5/31/11,6/30/11,7/31/11,8/31/11,9/30/11,10/31/11,11/30/11,12/31/11,1/31/12,2/29/12,3/31/12,4/30/12,5/31/12,6/30/12,7/31/12,8/31/12,9/30/12,10/31/12,11/30/12,12/31/12,1/31/13,2/28/13,3/31/13,4/30/13,5/31/13,6/30/13,7/31/13,8/31/13,9/30/13,10/31/13,11/30/13,12/31/13,1/31/14,2/28/14,3/31/14,4/30/14,5/31/14,6/30/14,7/31/14,8/31/14,9/30/14,10/31/14,11/30/14,12/31/14,1/31/15,2/28/15,3/31/15,4/30/15,5/31/15,6/30/15,7/31/15,8/31/15,9/30/15,10/31/15,11/30/15,12/31/15,1/31/16,2/29/16,3/31/16,4/30/16,5/31/16,6/30/16,7/31/16,8/31/16,9/30/16,10/31/16,11/30/16,12/31/16,1/31/17,2/28/17,3/31/17,4/30/17,5/31/17,6/30/17,7/31/17,8/31/17,9/30/17,10/31/17,11/30/17,12/31/17,1/31/18,2/28/18,3/31/18,4/30/18,5/31/18,6/30/18,7/31/18,8/31/18,9/30/18,10/31/18,11/30/18,12/31/18,1/31/19,2/28/19,3/31/19,4/30/19,5/31/19,6/30/19,7/31/19,8/31/19,9/30/19,10/31/19,11/30/19,12/31/19,1/31/20,2/29/20,3/31/20
394653,65,"Greenville, SC",Msa,SC,103769,104080,104353,104835,105007,105351,105534,105926,106111,106595,107039,107418,107642,107865,108122,108404,109033,109308,109863,110206,110989,111743,112581,113460,114248,114802,115178,115538,116050,116759,117253,117649,117765,117178,116489,115931,116008,116262,116656,117096,117473,117786,118362,118799,119245,119752,120395,120974,121372,121813,122216,122591,122846,123029,123076,123296,123663,124217,124697,124915,125043,125012,125235,125447,125889,126297,126702,126897,127034,127172,127346,127628,127901,128285,128524,128799,128894,129041,129178,129452,129684,129890,130084,130344,130653,130903,131074,131132,131173,131356,131596,131920,132187,132444,132681,132837,132971,133106,133256,133435,133735,134013,134350,134452,134643,134869,135156,135548,135927,136338,136837,137300,137730,137976,138205,138622,139075,139606,140152,140694,141202,141778,142299,143048,143726,144568,145274,146026,146731,147358,147891,148383,148800,149242,149502,149716,149837,150114,150468,150726,150963,151104,151442,151559,151694,151339,151275,151259,151493,151495,151475,151350,151193,151012,150630,150357,150234,150397,150424,149943,149278,148458,147788,147199,146677,146254,145769,145560,145412,145452,145330,145286,145251,145226,144931,144658,144411,144113,143725,143070,142186,141199,140416,139996,139724,139502,139414,139147,138779,138456,138277,138206,138047,138005,137899,137756,137483,137368,137320,137410,137581,137845,138260,138564,139023,139372,139807,140231,140562,140902,141124,141569,141972,142298,142559,143082,143775,144324,144696,144947,145507,146003,146586,146848,147086,147349,147547,147787,147980,148603,149396,150240,150841,151421,152086,152993,153940,154827,155847,156528,157017,156917,157070,157455,158188,159062,159907,160602,161357,162201,162904,163716,164816,166581,168032,169183,169967,170752,171511,172359,173222,174263,175296,176377,177467,178404,179483,180511,181645,182658,183628,184644,185802,186716,187813,188912,189799,190531,191039,191858,192611,193466,194351,195157,195807,196521,197104,197630,198241,198905,199709
394952,66,"Ventura, CA",Msa,CA,203819,203139,202752,201915,201366,200930,200661,200760,200980,201527,201977,202581,203060,203844,204568,205463,206340,207285,208281,208922,209677,210288,211619,213173,214581,215799,216951,218510,219881,221324,222809,224287,225882,227383,228704,229351,231080,233221,235900,237827,239909,242091,244106,246763,249113,251653,253201,255846,258230,260945,263108,265613,268177,270744,273784,276770,279803,282666,286106,289225,292022,294320,297052,299558,302015,304496,306494,308201,309565,311807,314318,317056,319967,323342,326514,329485,332474,336318,341908,347899,354660,360149,365872,371243,376463,382667,389370,396760,402953,408119,411882,417151,422730,430438,438633,447092,456159,463177,470317,478201,489254,502400,515595,525348,534118,540632,548062,556311,565519,574803,581644,587426,593088,596992,601650,607787,617479,626779,634404,639757,642130,643512,647238,653077,657233,658348,658446,656728,652525,646508,640475,635932,632445,628675,625259,620321,615479,609320,600700,594527,583932,577760,568746,558165,545784,536583,527415,515198,500354,489153,480501,470621,465721,459467,453514,447033,441568,436117,428612,424907,423743,424954,424819,424793,421233,417340,416350,418850,423719,426052,430485,431451,432073,427807,425283,424820,426270,427671,426854,424006,419170,416164,411766,409370,405992,405387,404379,401164,398173,393967,391290,387564,384521,380004,378755,378407,379920,379824,378952,380734,383083,387866,392714,398559,404834,413209,420335,427710,434295,443387,454996,463573,471236,476594,480619,486215,490809,495711,498783,500154,501091,500753,498814,497240,495629,496249,498203,499891,502006,503982,504790,506218,508423,511312,513287,516289,519619,523038,526889,529594,530982,529976,532793,536065,538822,540156,544060,548170,552334,554786,556323,556847,558651,562901,565289,569250,572069,576246,576768,576393,576000,577297,579603,583458,588235,592392,596028,594586,594894,596328,599978,603414,605186,605815,605575,603719,601991,601061,601471,604654,605623,605678,605258,605268,606387,607793,609465,611754,613213,613830,613908
394318,67,"Allentown, PA",Msa,PA,106130,106084,106120,106155,106330,106445,106588,106713,106690,106678,106632,106890,107094,107350,107503,107746,107829,108009,108090,108187,108491,108871,109409,109533,109709,109809,109998,110084,110147,110222,110404,110678,110987,111186,111247,111243,111190,111248,111318,111522,111815,112142,112609,112985,113372,113765,114122,114757,115698,116902,118171,119228,120157,121009,121588,122208,122712,123327,124107,124865,125610,126164,126801,127382,127890,128254,128768,129346,129945,130529,131182,131952,132695,133431,134058,134721,135421,136263,137236,138200,139227,140311,141427,142516,143475,144421,145493,146809,148409,150052,151510,153081,154760,156407,157711,159057,160575,162269,163788,165287,166819,168324,170010,171441,172997,174573,176607,178653,180695,182753,184856,186884,188918,191097,193644,196398,199113,201833,204354,206622,208690,210533,212427,214360,216245,218338,219666,220843,221434,221968,222326,222717,223064,223493,224000,224630,224685,224239,223763,223457,223367,223090,222726,222203,221567,220879,219890,218502,217470,216744,216247,215214,213963,212802,211721,210436,209094,207626,206153,204887,203040,201358,199829,199209,198881,198469,198027,197804,197660,197792,198325,198742,199504,199325,198930,197476,196006,194566,193497,192623,191607,190255,188478,186734,185237,184228,182974,182232,181407,180862,179781,178813,178111,177410,176573,175762,174931,174519,174540,174611,174813,174868,175282,175122,174961,175120,175927,176816,177566,177688,177767,177941,178437,178682,178811,179394,180022,180560,180580,180362,180051,180451,180831,181102,180639,180539,180456,180380,180172,179602,179532,179841,180760,181012,181114,181114,181616,181964,182298,182517,182742,183491,183940,184430,184510,184886,185321,185774,186057,186218,186691,187253,188079,188590,189177,189447,189650,189968,190487,191263,192139,193307,194157,195208,195873,197046,197986,199331,200420,201439,202323,203190,203987,204755,205393,206151,206722,206948,207174,207376,207982,208505,209033,209459,209927,210326,210942,211375,212117,212947,213918
394561,68,"El Paso, TX",Msa,TX,86647,86559,86539,86509,86607,86735,86827,86877,86829,86840,86857,87007,86977,87018,86986,87139,87072,86988,86878,86927,87061,87168,87224,87216,87582,87921,88283,88200,88241,88265,88483,88546,88718,88813,89002,89049,88915,88944,89141,89656,90111,90582,90918,91282,91699,92176,92685,93042,93318,93406,93488,93467,93424,93310,93158,93003,92382,91729,90939,90749,90663,90614,90210,89928,89630,89481,89239,89035,89066,89075,89153,88847,88633,88456,88623,88717,88932,89022,89263,89402,89717,90090,90461,90987,91237,91437,91355,91400,91502,91626,91821,92238,92725,93171,93707,94258,94930,95769,96744,97857,98750,99851,100847,101611,101995,102491,103069,103604,104491,105293,106251,106538,106918,107048,107408,107933,108717,109374,110027,110877,112059,113105,114370,115511,116929,118165,119530,121103,122854,124716,126021,126903,127184,128006,128500,129815,130870,132561,133751,134450,134492,134249,134550,135030,134634,133595,132535,132162,131581,130702,129594,128682,128213,128131,127805,127150,126732,126763,126684,126149,125499,125129,125113,125170,124942,124733,124629,124941,125736,126161,126434,125854,125985,125825,125651,125151,125087,124805,124466,123731,123036,122619,122620,123232,123053,122648,122186,122113,121946,121792,121637,121559,121394,120848,120302,119620,119549,119706,120086,120219,119992,119482,119115,119233,119490,120031,120084,120297,120230,120428,120310,120225,120381,120919,121450,121443,121373,121164,121405,121186,121003,120364,120106,120040,120219,120107,119771,119543,119362,119281,119100,119319,119631,120281,120609,120641,120177,120061,120065,120243,120235,120291,120504,120547,120603,120387,120475,120851,121548,122197,123012,123797,124545,125055,125396,125968,126333,126455,126319,126206,126439,126546,126397,126191,126064,126014,125837,125527,125368,125740,126350,126966,127938,129086,130119,130407,130514,130892,131709,132607,133607,134166,134626,135036,134949,134786,134795,135416,136125,136599,136774
394367,69,"Baton Rouge, LA",Msa,LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,110451,111391,112024,113375,114334,115254,116054,116870,117659,118307,118815,119227,119556,119640,119739,119976,120543,121183,121736,122329,122840,123506,124209,124923,125557,126077,126664,127089,127584,127902,128421,128732,129021,129246,129427,129557,129705,130032,130722,131182,131958,132432,132978,133098,133268,133210,133407,133791,134700,135011,134357,133550,132024,131265,130399,130676,130904,131147,131163,130936,129800,128800,128120,128366,128963,129560,130013,129975,129949,130109,130425,130796,131466,132385,133479,134158,134954,135502,136215,136870,137582,138209,138708,139270,140277,141382,142655,143844,144928,146039,147409,148834,150438,152289,154428,156496,158091,159692,161220,162864,164613,166150,167268,168366,169414,170295,170856,171298,171972,172201,172606,172922,173407,173969,174419,175042,175342,175586,175513,175686,175759,176135,176115,175713,175175,174352,174102,173157,172869,172288,172310,172253,172304,172170,171721,171632,171495,171718,171539,171909,171650,172017,172160,172411,172215,171857,171690,171153,170338,169799,169184,168834,168229,166987,165520,163520,162164,160863,160320,160522,160999,160758,160556,159892,159525,159187,158774,159062,159123,160075,160488,160218,159598,159369,159345,159281,159258,159537,160440,161413,162386,162628,162573,162717,163226,163765,164181,164893,165720,166514,166896,166642,166467,166030,166163,166289,166661,166920,167290,167481,167459,167526,167920,168918,169443,170090,170329,170878,171017,171242,171447,171736,172205,172653,172893,172740,172785,173090,173570,173687,173855,174001,173987,173966,173768,173323,172849,173107,174301,175696,176775,177971,179194,180737,182385,184184,185925,187632,188934,189314,188874,188104,187781,187247,187014,186699,186468,185855,185303,184838,184684,184179,183774,183481,183410,183536,183501,183470,183472,183792,184232,184786,185418,186719
394521,70,"Dayton, OH",Msa,OH,91301,91409,91663,92177,92822,93401,93915,94358,94738,95058,95377,95688,95972,96250,96500,96697,96806,96936,97091,97280,97521,97802,98082,98316,98564,98980,99340,99610,99696,99830,100045,100309,100587,100875,101068,101279,101450,101784,102031,102323,102430,102590,102678,102791,102883,103022,103277,103581,103910,103854,103997,104191,104835,105221,105536,105792,106135,106456,106788,107065,107404,107828,108202,108470,108500,108698,109031,109465,109782,110101,110311,110556,110726,111012,111223,111449,111606,111806,111983,112199,112410,112583,112747,112893,113204,113483,113803,114103,114576,115063,115463,115803,116234,116827,117572,118358,118743,119229,119645,120181,120487,120666,121105,121488,121909,122075,122294,122418,122857,123101,123509,123923,124372,124859,125019,125234,125399,125722,125977,126172,126372,126579,126651,126620,126708,126860,126951,126893,126639,126524,126399,126498,126338,126337,126202,126125,125782,125519,125349,125481,125656,125592,125087,124819,124600,124330,123860,123260,122984,122299,122034,121303,120845,120074,119706,118590,117938,117272,117139,116672,115933,115471,114590,114038,113335,113055,112616,112547,111884,111030,109859,109490,109386,109316,109092,108750,108249,107646,107012,106520,106398,106721,107161,106681,106090,105465,105544,105335,105090,104731,105029,105032,104965,104170,103542,103406,103356,103180,102385,102097,102096,102506,102247,102181,101804,101954,101815,101787,101552,101436,101601,101737,101917,101756,101698,101601,101764,101804,101923,102005,102287,102680,102965,103188,103171,103229,103197,103152,103000,102894,102636,102525,102468,102576,102660,102667,102722,102712,102842,103022,103406,104222,105540,106708,107380,107583,107724,107934,108333,108884,109672,110326,111093,111182,111220,111070,111488,112067,112879,113841,114837,115917,116626,117553,118390,119379,119957,120522,120969,121513,122370,123096,123793,124084,124709,125432,125987,126676,127119,127778,128374,129170,129646,130191,130777,131698,132581,133384,134416,135484,137051
394843,71,"McAllen, TX",Msa,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71703,71741,71781,71897,71978,72049,72097,72173,72248,72302,72364,72441,72699,73070,73506,73783,73972,74138,74281,74486,74667,74925,75085,75295,75268,75042,74637,74465,74635,74960,75360,75666,76051,76399,76874,77280,77650,78136,78827,79308,79689,79946,80401,80727,81012,81218,81496,81694,82007,82257,82286,82471,82394,82497,82328,82389,82418,82498,82545,82624,82687,82564,82590,82527,82703,82663,82659,82533,82446,82357,82098,81968,81915,82111,82239,82366,82423,82456,82446,82032,81665,81323,81539,81658,81612,81503,81149,80849,80417,80223,80119,80822,81491,82098,81898,81487,81062,80583,80619,80616,80707,80528,80463,80188,79734,79194,78955,79135,79481,79659,79597,79464,79635,80042,80474,80714,81075,81415,81780,81918,82175,82754,83561,84272,84701,84753,84802,84977,85509,86244,87052,87654,88134,88510,88577,88937,89391,90215,90739,91102,91152,91201,91274,91609,91790,91936,92221,92569,92886,93256,93748,94280,94552,94911,95213,95620,96040,96593,97110,97424,97762,98137,98595,99040,99669,100215,100831,101230,101686,101985,102318,102641,102826,102705,102613,102802,103148,103503,103775,104248,104761,105305,105859,106394,106873,107452,107932,108475,109070,109891,110545,110905,110910,111073,111355,111877,112496,113108,113784,114297,114683,114934,115379,116039,116985,117859,118663
394486,72,"Columbia, SC",Msa,SC,98303,98390,98447,98600,98736,98861,98995,99163,99377,99596,99772,99945,100380,100907,101500,101839,102130,102489,102935,103382,103751,104054,104451,104875,104854,104665,104439,104658,105091,105519,105796,106057,106409,106956,107458,107919,108494,109021,109522,109863,110181,110500,110941,111349,111652,111801,112017,112382,112896,113601,114304,114985,115489,115929,116300,116641,117197,117722,118254,118529,118898,119201,119508,119726,119960,120358,120626,120995,121099,121364,121575,121887,122044,122094,122222,122411,122653,122727,122960,123087,123391,123624,123991,124342,124717,125180,125594,125992,126329,126683,127023,127463,127867,128259,128540,128860,129249,129648,130072,130428,130830,131315,131817,132372,132890,133451,134012,134593,135061,135470,135869,136438,137108,137756,138375,138951,139635,140331,140968,141526,142157,142854,143558,144187,144704,145271,145937,146526,146988,147268,147823,148423,149013,149270,149511,149689,150018,150258,150457,150583,150590,150601,151012,151477,152017,152321,152297,152232,152016,151857,151443,151057,150974,151046,149806,148432,146978,146741,146808,146795,146504,146171,146060,146121,145938,145761,145995,146318,146368,145836,145321,145135,145242,145264,145136,144839,144422,143819,143495,143066,142826,142234,141631,140769,140027,139248,138593,137880,137254,136689,135960,135388,134973,134848,134631,134471,134210,133863,133371,132777,132426,132103,132007,131794,131496,131252,131111,130897,130662,130693,130945,131409,131852,132283,132555,132882,133170,133318,133267,133433,133464,133503,133352,133396,133163,132962,132954,133063,133139,133116,133276,133404,133746,134136,134696,135022,135435,136094,136492,136549,136704,137152,137882,138316,138824,139227,139704,140281,140970,141338,141799,142562,143346,143939,144225,144908,145489,145899,146010,146133,146316,146538,146781,147077,147420,148151,148863,149428,149722,150115,150729,151275,151865,152398,153196,154029,154940,155335,155583,155840,156374,157043,157667,158332,158923,159617,160106,160515,160862,161477,162304
394648,73,"Greensboro, NC",Msa,NC,94951,95135,95353,95748,96092,96483,96935,97516,97904,98320,98718,99300,99933,100557,101133,101608,102067,102485,102899,103259,103836,104355,104894,105172,105394,105594,105820,106191,106811,107406,107846,108035,108338,108641,108969,109301,109670,110084,110476,110948,111236,111521,111872,112311,112694,113179,113659,114165,114505,114967,115415,115872,116279,116686,117054,117421,117804,118154,118533,118917,119386,119750,120108,120436,120761,121085,121326,121631,121864,122128,122339,122540,122695,122865,123015,123046,123174,123289,123612,123728,123870,123937,124068,124261,124534,124757,125025,125244,125407,125478,125453,125638,125960,126182,126354,126415,126608,126857,127082,127467,127794,128216,128572,128885,129128,129381,129728,130079,130347,130629,130828,131076,131287,131630,132077,132616,133113,133719,134139,134610,134984,135340,135835,136197,136753,137124,137518,137758,137979,138166,138420,138714,139038,139375,139622,139819,139974,140246,140501,140720,140931,141197,141427,141404,141210,140981,140847,140842,140670,140453,140021,139691,139187,138494,137942,137592,137602,137441,137085,136447,135844,135049,134421,133657,133224,132863,132368,131879,131291,130819,130380,130132,129906,129798,129551,129271,128742,128303,128043,127684,127057,126313,125622,124910,124317,123754,123209,122803,122516,122158,121518,120892,120477,120301,120094,119940,119715,119478,119412,119275,119182,119109,119172,119335,119507,119779,120198,120656,120905,121184,121356,121686,121975,122269,122703,123068,123217,123030,122755,122740,123005,123231,123362,123394,123430,123510,123509,123605,124152,124816,125473,125455,125427,125321,125422,125533,125745,125985,126086,126109,126024,126078,126279,126734,127120,127659,128158,129022,129661,130311,130827,131477,131896,132261,132514,133177,133968,134758,135485,135822,136392,136918,137715,138385,138989,139682,140233,140587,140871,141413,142251,142887,143324,143817,144724,145849,146852,147686,148405,149252,150043,150804,151400,152328,153399,154504,155224,155858,156727,157745,159003
394304,74,"Akron, OH",Msa,OH,97375,97556,97723,98087,98432,98788,99099,99467,99882,100316,100749,101120,101427,101713,102052,102451,102855,103246,103706,104097,104422,104660,104958,105334,105773,106215,106601,106965,107370,107785,108175,108506,108870,109326,109702,110020,110431,110871,111372,111661,111966,112231,112559,113024,113431,113895,114325,114955,115467,116025,116419,116923,117276,117715,118077,118449,118871,119203,119626,119948,120382,120736,121168,121554,121991,122362,122758,123068,123294,123507,123710,123903,124000,124103,124176,124429,124765,125167,125493,125799,126170,126635,127159,127691,128195,128650,128821,129121,129378,129916,130385,131068,131783,132314,132609,132821,133087,133410,134408,134825,135281,135068,135308,135310,135239,135323,135530,135893,136261,136665,136762,137035,137200,137572,137763,138026,138325,138575,138895,139068,139183,139194,139265,139498,139766,140011,140021,140085,140098,140084,140061,140249,140495,140731,140338,139874,139255,139083,138941,138777,138516,138267,137933,137556,137010,136472,136460,136467,136525,136108,135807,135330,134918,134381,133925,133193,132590,131902,131267,130660,129953,129247,128439,128003,127943,128083,128132,128081,127978,127905,127609,127086,127253,127534,127758,127213,126348,125508,124511,123809,123184,122843,122491,122116,121003,119861,118819,118477,118047,117486,116997,116360,115678,114876,114592,114587,114585,114509,114407,114338,114399,114493,114800,115333,116118,116775,117023,117051,117526,118135,118905,119381,119788,120399,120836,121063,120912,120776,120505,120371,120010,120074,120028,120117,120114,120049,119995,120217,120169,120482,120929,121626,122426,122762,123251,123703,124224,124367,124589,124536,125257,125556,126136,126203,126581,126849,127259,127299,127671,128110,128742,129560,130599,131529,131972,132469,132832,133851,134240,135245,135853,137194,138200,139120,138837,139021,139568,140951,141701,141457,141655,142094,143011,143564,144306,145001,145983,146677,147209,147198,147524,148607,149648,150311,150784,151220,151688,152262,153214,154252,155383
753906,75,"North Port-Sarasota-Bradenton, FL",Msa,FL,119483,119559,119662,119872,120088,120307,120545,120795,120999,121162,121345,121599,121849,122160,122499,122930,123310,123651,123970,124331,124763,125217,125665,126070,126690,127218,127691,127832,128116,128497,128962,129407,129855,130381,130839,131374,131546,131863,132088,132702,133319,134025,134675,135234,135884,136601,137535,138134,138912,139583,140562,141557,142352,142985,143547,144403,145346,146313,147217,148265,149271,150321,151559,152790,154197,155733,157577,159325,160922,162226,163467,164789,166157,167741,169053,170449,171830,173295,174660,175894,177252,178907,180795,182884,185189,187368,189144,190628,192097,193529,195031,196729,198865,200981,203145,205157,207062,209093,211386,213951,216520,219245,222273,225963,229799,233995,238348,242845,247408,252391,258969,266015,273311,280497,288169,295509,302033,308324,313640,319764,326180,331178,333632,335072,337668,340084,339821,338236,335820,332978,329924,325210,320255,315486,311112,306397,299954,293997,288678,283700,278994,274498,269795,264994,259206,254162,249622,245952,242170,237557,233349,228815,224275,218790,214422,210410,207501,203765,199858,195323,191752,188795,186442,184491,183162,182998,182742,182369,181369,180966,180980,181680,181525,181173,180391,179785,178772,177302,175229,174062,173107,172244,170580,169073,168121,167487,166396,165411,164898,164738,165091,164690,164719,164942,166020,166811,167509,168072,169776,171383,172741,173599,174927,176972,179221,180880,182692,184598,186916,189454,191557,193993,196193,198974,200869,202344,203279,205125,206424,207842,208788,209745,210461,210512,211327,212403,214453,216307,218500,220290,222463,224151,226045,227775,229607,232483,235097,237722,239050,240770,242303,244049,245354,246927,248308,249778,251466,252299,253421,253870,255328,256323,257165,257523,257682,258174,258939,260041,261172,262554,262887,263178,263044,263540,263729,264113,265278,266921,268368,268981,268692,268866,269491,270640,271348,271827,272458,273693,273816,273532,272585,272720,273491,273955,274577,274994,275833,276672,277649,278240,279444
394798,76,"Little Rock, AR",Msa,AR,83356,83606,83889,84307,84657,84937,85270,85577,85802,86037,86145,86358,86526,86783,86896,87144,87453,87746,87922,88116,88489,88849,89420,89769,90274,90533,90920,91124,91390,91814,92292,92791,93154,93488,93688,93899,93948,94133,94249,94560,94779,95021,95247,95405,95536,95632,95806,96213,96581,96965,97239,97643,98007,98239,98418,98667,99004,99379,99827,100210,100648,100926,101253,101468,101775,102150,102520,102858,103158,103417,103626,103787,104045,104369,104698,104965,105241,105563,105935,106325,106705,107131,107516,107919,108222,108624,109045,109568,110005,110384,110837,111321,111844,112309,112792,113306,113835,114415,114952,115516,116112,116770,117299,117837,118362,118934,119552,120168,120971,121623,122365,122992,123662,124247,124932,125576,126216,127027,127871,128750,129458,130188,130949,131585,132276,132958,133571,134046,134616,134987,135276,135379,135308,135231,135031,135123,135201,135397,135606,135911,136077,136206,136223,136268,136391,136644,136869,137011,136856,136567,136272,136095,135952,135718,135519,135316,135101,134686,134312,133960,133855,133853,133988,133992,133990,134033,134235,134704,135221,135731,135929,136143,136312,136333,136014,135673,135344,135126,134796,134205,133507,132903,132696,132345,131935,131669,131671,131652,131432,131229,131029,130873,130959,131044,131307,131490,131816,131941,132037,132185,132607,132885,133276,133627,133802,133895,133621,133630,133548,133730,133861,133996,133985,133953,133805,133644,133611,133706,133935,134038,134132,134078,133980,133856,133862,134070,134192,134475,134672,134805,134821,134874,135048,135311,135604,135961,136285,136548,136930,137119,137231,137433,137663,137911,137837,137816,137701,137730,137679,137546,137394,137384,137768,138051,138534,138797,139395,139754,140312,140612,140941,141346,141796,142231,142390,142612,142816,143113,143366,143660,144035,144280,144614,144788,145164,145587,146180,146712,146785,146772,146638,146841,146908,147187,147430,147808,148038,148245,148408,148638,149223
395134,77,"Stockton, CA",Msa,CA,116666,116251,116001,115461,115137,114810,114491,114244,114074,114064,114081,114117,113587,112967,112380,112373,112380,112401,112491,112642,112919,113153,113372,113553,114822,116551,118271,119052,119517,120147,120860,121536,122062,122476,122926,123509,123657,124165,124726,125850,126788,127661,128383,128992,129588,130347,131620,133192,134917,135518,135957,136341,137647,139100,141094,143751,146641,149553,151708,153682,155588,158248,161379,164736,167667,170741,173331,175538,177814,180121,182635,184927,186917,188858,190351,191821,193310,194592,196003,197362,198477,199846,201784,204104,206604,209233,211922,214294,216289,217755,219521,221336,223789,226309,228942,231664,234710,237153,240170,243372,248196,254167,260258,265994,271861,278199,284690,290796,296734,304640,311961,319981,325928,332395,338114,345046,351408,356703,360465,364094,366999,368362,370194,371522,372201,372402,373338,374123,372971,370327,367431,363512,360712,357610,354807,350291,345790,338118,330358,321176,312384,303763,295381,288134,279150,269947,259754,250745,241134,232921,224581,216539,208567,199658,191720,184462,179019,174541,171156,169108,169171,169160,168058,167150,167632,171792,175834,180650,184009,186310,186712,184986,183143,182911,183809,185365,186653,185991,184938,181436,178784,176278,175337,175480,174808,172848,171539,169410,167795,165317,163610,162704,163110,164566,165904,167121,167947,169153,169771,171387,172564,174927,178018,182185,184959,186804,190150,194000,199905,206049,214076,221233,228207,233887,238945,243627,249207,255300,259064,262676,263202,264557,263401,263954,264021,265245,265939,266718,267679,269575,271080,271844,273254,274734,277307,279564,282980,285888,288361,290424,291931,292339,294755,298075,303141,305520,307432,308491,310002,312279,315973,319437,322336,325324,328195,329910,330247,333000,337066,341262,344007,345817,346768,349571,353522,357895,358884,361392,364414,367725,368497,369155,370818,373903,376319,375865,375892,374494,376600,376130,376988,376564,377482,378665,379753,380143,381231,383675,385364,388046,389858
